,reaction_id,smiles,reaction_core,activation_energy
174,174,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",6.763231771445128
175,175,[CH3:1][C@:2]([F:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",12.778676470161324
176,176,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",15.966562179803285
177,177,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",15.353991842667671
178,178,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",8.187017316800485
179,179,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",5.204438375925423
180,180,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8]]",2.3814302367543805
181,181,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",6.914002958388172
182,182,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7]]",40.071034572801935
183,183,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",38.521164512617226
184,184,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[2, 1, 3, 8]]",44.000645217618505
185,185,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[Cl-:9],"[[3, 2, 6, 8]]",22.991596759816908
186,186,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7]]",10.550382600572362
187,187,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 4, 8]]",1.8469051599450503
188,188,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 1, 4, 9]]",31.00962163412446
189,189,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 4, 8]]",29.74132373278853
190,190,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 4, 7]]",8.247334293185332
191,191,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 4, 7]]",7.36752710716608
192,192,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 4, 7]]",14.079704110424355
193,193,[CH3:1][C:2]([CH3:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 4, 7]]",20.75369168461984
194,194,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 1, 7]]",7.772045573234108
195,195,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 4, 8]]",6.115813454220212
196,196,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 1, 8]]",3.7995069312927248
198,198,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",22.95918360313415
199,199,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",11.92272098921577
200,200,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 1, 7]]",0.0411319849120843
201,201,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 2, 8]]",0.0070531104961143
202,202,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",11.064298499946352
203,203,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 4, 6]]",17.319671612966552
204,204,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 2, 7]]",5.001022996770682
205,205,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([NH2:7])([NH2:8])[F:9].[H-:10],"[[8, 5, 1, 9]]",3.982375412740127
206,206,[CH3:1][C@H:2]([C@H:3]([NH2:4])[Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",1.8575618043644408
208,208,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 2, 6]]",8.394210770620404
209,209,[CH3:1][C@@:2]([NH2:3])([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 4, 6]]",13.568104188051835
210,210,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 2, 6]]",1.4580106789403509
211,211,[N:1]#[C:2][C@:3]([Br:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",3.987399945102754
212,212,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 1, 10]]",1.6573660908351306
213,213,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",13.875328264482436
214,214,[CH3:1][CH2:2][C:3]([Cl:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",7.808897398742157
215,215,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",10.606396398557528
216,216,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 2, 10]]",4.501345467304837
217,217,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",5.731444250879933
218,218,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",15.600818917981346
219,219,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",9.445298182094833
220,220,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",7.479740597927215
221,221,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 2, 9]]",3.2329585894765267
222,222,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 1, 9]]",3.266389836911602
223,223,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 2, 9]]",8.04153023166535
225,225,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 1, 7]]",12.953719131043286
226,226,[NH2:1][CH2:2][C@:3]([NH2:4])([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",20.8723226820389
227,227,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 2, 5, 10]]",3.02778259922812
228,228,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 2, 5, 10]]",4.817688976560863
229,229,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 2, 8]]",1.5267062318760232
230,230,[N:1]#[C:2][CH2:3][C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 2, 9]]",12.137720711244766
231,231,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@:6]([NH2:7])([Br:8])[C:9]#[N:10].[Cl-:11],"[[7, 5, 2, 10]]",14.129978013394863
232,232,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 2, 8]]",24.156898199170108
233,233,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 2, 8]]",3.2415667255203795
234,234,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",12.263003144577327
235,235,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",18.195084079471947
236,236,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",10.717834080436862
237,237,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",3.1396690194016674
238,238,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",3.5364951278593413
239,239,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[F-:8],"[[6, 3, 1, 7]]",19.440320062676864
240,240,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 5, 7]]",9.370045964651132
241,241,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 5, 8]]",6.768319089904008
242,242,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",0.4831182137553363
243,243,[N:1]#[C:2][C@@:3]([NH2:4])([F:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",19.27283630247836
244,244,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7]]",14.617361845196124
245,245,[CH3:1][C@@:2]([NH2:3])([Br:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 1, 4, 9]]",5.733375653393175
246,246,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 1, 8]]",2.8636904417880857
247,247,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",3.978253652502036
248,248,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 4, 9]]",3.269719019438789
249,249,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 4, 9]]",4.915001359178709
250,250,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Br:8].[F-:9],"[[7, 4, 1, 8]]",4.48425256044877
251,251,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Br:8].[H-:9],"[[7, 4, 1, 8]]",1.4259804937100529
252,252,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 5, 9]]",2.590236941087356
253,253,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",1.0245434224892127
254,254,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Br:7].[F-:8],"[[6, 3, 1, 7]]",10.73333234392263
255,255,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[F-:8],"[[6, 3, 1, 7]]",16.270853055570154
256,256,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 1, 7]]",8.580337443913404
257,257,[NH2:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([NH2:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 1, 9]]",2.5858940194858224
258,258,[N:1]#[C:2][CH2:3][C:4]([NH2:5])([NH2:6])[Br:7].[H-:8],"[[6, 3, 2, 7]]",5.313679048021917
259,259,[CH3:1][CH:2]([CH3:3])[C:4]([NH2:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 1, 7]]",20.723317694717235
260,597,[CH3:1][CH2:2][Cl:3].[H-:4],"[[2, 1, 0, 3]]",9.22128708320825
261,598,[CH3:1][CH2:2][Cl:3].[F-:4],"[[2, 1, 0, 3]]",7.256870151763625
262,599,[CH3:1][CH2:2][Cl:3].[Cl-:4],"[[2, 1, 0, 3]]",38.81108203571176
263,600,[CH3:1][CH2:2][Cl:3].[Br-:4],"[[2, 1, 0, 3]]",39.40382235444971
264,601,[CH3:1][CH2:2][Br:3].[H-:4],"[[2, 1, 0, 3]]",7.923067995905724
265,602,[CH3:1][CH2:2][Br:3].[F-:4],"[[2, 1, 0, 3]]",8.512988908409232
266,603,[CH3:1][CH2:2][Br:3].[Cl-:4],"[[2, 1, 0, 3]]",33.72123688494102
267,604,[CH3:1][CH2:2][Br:3].[Br-:4],"[[2, 1, 0, 3]]",32.98964137492927
268,605,[N:1]#[C:2][CH2:3][CH2:4][F:5].[H-:6],"[[4, 3, 2, 5]]",2.266167877811606
269,606,[N:1]#[C:2][CH2:3][CH2:4][Cl:5].[Cl-:6],"[[4, 3, 2, 5]]",35.61264754514141
270,607,[CH3:1][CH2:2][CH2:3][F:4].[H-:5],"[[3, 2, 1, 4]]",13.355274853624644
271,608,[CH3:1][CH2:2][CH2:3][F:4].[F-:5],"[[3, 2, 1, 4]]",4.030613794622395
272,609,[CH3:1][CH2:2][CH2:3][Br:4].[H-:5],"[[3, 2, 1, 4]]",13.624195436388224
273,610,[CH3:1][CH2:2][CH2:3][Br:4].[F-:5],"[[3, 2, 1, 4]]",18.746882551634787
274,611,[CH3:1][CH2:2][CH2:3][Br:4].[Cl-:5],"[[3, 2, 1, 4]]",37.74999160862163
275,612,[NH2:1][CH2:2][CH2:3][F:4].[H-:5],"[[3, 2, 1, 4]]",16.91883207921967
276,613,[NH2:1][CH2:2][CH2:3][F:4].[Br-:5],"[[3, 2, 1, 4]]",60.19377016851163
277,614,[NH2:1][CH2:2][CH2:3][Cl:4].[H-:5],"[[3, 2, 1, 4]]",15.77803862948242
278,615,[NH2:1][CH2:2][CH2:3][Cl:4].[F-:5],"[[3, 2, 1, 4]]",21.075403750382247
279,616,[NH2:1][CH2:2][CH2:3][Cl:4].[Cl-:5],"[[3, 2, 1, 4]]",45.642429510438674
280,617,[NH2:1][CH2:2][CH2:3][Cl:4].[Br-:5],"[[3, 2, 1, 4]]",41.13694169936795
281,618,[NH2:1][CH2:2][CH2:3][Br:4].[H-:5],"[[3, 2, 1, 4]]",16.552435512362152
282,619,[NH2:1][CH2:2][CH2:3][Br:4].[F-:5],"[[3, 2, 1, 4]]",24.09980190983288
283,620,[NH2:1][CH2:2][CH2:3][Br:4].[Cl-:5],"[[3, 2, 1, 4]]",41.183454470824366
284,621,[NH2:1][CH2:2][CH2:3][Br:4].[Br-:5],"[[3, 2, 1, 4]]",36.13087561757512
285,622,[O:1]=[N+:2]([O-:3])[CH2:4][CH2:5][Cl:6].[Cl-:7],"[[5, 4, 3, 6]]",29.16349585142252
286,623,[NH2:1][C@H:2]([CH2:3][Br:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",30.02625984720504
287,624,[N:1]#[C:2][CH2:3][CH2:4][F:5].[H-:6],"[[4, 3, 2, 5]]",0.3391791564815567
288,625,[N:1]#[C:2][CH2:3][CH2:4][Cl:5].[H-:6],"[[4, 3, 2, 5]]",5.781260232840079
289,626,[CH3:1][C@@H:2]([C:3]#[N:4])[CH2:5][F:6].[H-:7],"[[5, 4, 1, 6]]",6.942273028994587
290,627,[CH3:1][C@@H:2]([C:3]#[N:4])[CH2:5][Cl:6].[H-:7],"[[5, 4, 1, 6]]",5.773545037012099
291,628,[CH3:1][C@@H:2]([C:3]#[N:4])[CH2:5][Cl:6].[Cl-:7],"[[5, 4, 1, 6]]",33.8637640596163
292,629,[CH3:1][C@@H:2]([C:3]#[N:4])[CH2:5][Br:6].[H-:7],"[[5, 4, 1, 6]]",6.110870355831147
293,630,[N:1]#[C:2][C@H:3]([NH2:4])[CH2:5][Cl:6].[H-:7],"[[5, 4, 2, 6]]",3.2575572215776263
294,631,[N:1]#[C:2][C@H:3]([NH2:4])[CH2:5][Cl:6].[F-:7],"[[5, 4, 2, 6]]",11.123549052376395
295,632,[N:1]#[C:2][C@H:3]([NH2:4])[CH2:5][Br:6].[Br-:7],"[[5, 4, 2, 6]]",25.46654807143535
296,633,[CH3:1][CH2:2][CH2:3][F:4].[H-:5],"[[3, 2, 1, 4]]",11.441556305779311
297,634,[CH3:1][C@H:2]([C:3]#[N:4])[CH2:5][Cl:6].[Cl-:7],"[[5, 4, 1, 6]]",36.14329261363228
298,635,[CH3:1][CH:2]([CH3:3])[CH2:4][F:5].[H-:6],"[[4, 3, 1, 5]]",15.276578616344766
299,636,[CH3:1][CH:2]([CH3:3])[CH2:4][Cl:5].[H-:6],"[[4, 3, 1, 5]]",11.268944063713535
300,637,[CH3:1][CH:2]([CH3:3])[CH2:4][Cl:5].[F-:6],"[[4, 3, 1, 5]]",16.169035369209052
301,638,[CH3:1][CH:2]([CH3:3])[CH2:4][Cl:5].[Cl-:6],"[[4, 3, 1, 5]]",39.53973685205258
302,639,[CH3:1][CH:2]([CH3:3])[CH2:4][Cl:5].[Br-:6],"[[4, 3, 1, 5]]",40.553206210140985
303,640,[CH3:1][C@H:2]([NH2:3])[CH2:4][F:5].[H-:6],"[[4, 3, 1, 5]]",18.16579791154529
304,641,[NH2:1][CH2:2][CH2:3][F:4].[H-:5],"[[3, 2, 1, 4]]",16.891317678420293
305,642,[NH2:1][CH2:2][CH2:3][F:4].[F-:5],"[[3, 2, 1, 4]]",26.0675872614433
306,643,[NH2:1][CH2:2][CH2:3][Cl:4].[H-:5],"[[3, 2, 1, 4]]",15.220224767975695
307,644,[NH2:1][CH2:2][CH2:3][Cl:4].[F-:5],"[[3, 2, 1, 4]]",15.193923241780087
308,645,[NH2:1][CH2:2][CH2:3][Cl:4].[Cl-:5],"[[3, 2, 1, 4]]",43.28034254035221
309,646,[NH2:1][CH2:2][CH2:3][Cl:4].[Br-:5],"[[3, 2, 1, 4]]",38.99372591130941
310,647,[NH2:1][CH2:2][CH2:3][Br:4].[H-:5],"[[3, 2, 1, 4]]",13.07533402564624
311,648,[NH2:1][CH2:2][CH2:3][Br:4].[F-:5],"[[3, 2, 1, 4]]",13.497735463639293
312,649,[NH2:1][CH2:2][CH2:3][Br:4].[Cl-:5],"[[3, 2, 1, 4]]",37.966896852631095
313,650,[NH2:1][CH2:2][CH2:3][Br:4].[Br-:5],"[[3, 2, 1, 4]]",31.95481873261156
314,651,[NH2:1][C@@H:2]([CH2:3][Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",36.76447080044169
315,652,[N:1]#[C:2][C@@H:3]([NH2:4])[CH2:5][Cl:6].[H-:7],"[[5, 4, 2, 6]]",4.303836838617128
316,653,[N:1]#[C:2][C@@H:3]([NH2:4])[CH2:5][Cl:6].[F-:7],"[[5, 4, 2, 6]]",5.810690596094028
317,654,[N:1]#[C:2][C@@H:3]([NH2:4])[CH2:5][Br:6].[H-:7],"[[5, 4, 2, 6]]",3.8517324486147873
318,655,[CH3:1][C@@H:2]([NH2:3])[CH2:4][F:5].[H-:6],"[[4, 3, 1, 5]]",12.90766634551366
319,656,[CH3:1][C@@H:2]([NH2:3])[CH2:4][Br:5].[H-:6],"[[4, 3, 1, 5]]",13.06056852643867
320,657,[CH3:1][C@@H:2]([NH2:3])[CH2:4][Br:5].[F-:6],"[[4, 3, 1, 5]]",17.994922062964246
321,658,[CH3:1][C@@H:2]([NH2:3])[CH2:4][Br:5].[Br-:6],"[[4, 3, 1, 5]]",30.448002141095465
322,659,[NH2:1][CH:2]([NH2:3])[CH2:4][F:5].[Br-:6],"[[4, 3, 1, 5]]",44.86151258383289
323,660,[NH2:1][CH:2]([NH2:3])[CH2:4][Cl:5].[H-:6],"[[4, 3, 1, 5]]",12.67429373135802
324,661,[NH2:1][CH:2]([NH2:3])[CH2:4][Cl:5].[F-:6],"[[4, 3, 1, 5]]",19.586526679506207
325,662,[NH2:1][CH:2]([NH2:3])[CH2:4][Cl:5].[Cl-:6],"[[4, 3, 1, 5]]",43.416932190223214
326,663,[NH2:1][CH:2]([NH2:3])[CH2:4][Cl:5].[Br-:6],"[[4, 3, 1, 5]]",34.48680649828961
327,664,[NH2:1][CH:2]([NH2:3])[CH2:4][Br:5].[F-:6],"[[4, 3, 1, 5]]",18.280353230304968
328,665,[NH2:1][CH:2]([NH2:3])[CH2:4][Br:5].[Cl-:6],"[[4, 3, 1, 5]]",35.31930969280685
329,666,[NH2:1][CH:2]([NH2:3])[CH2:4][Br:5].[Br-:6],"[[4, 3, 1, 5]]",25.489511556865672
330,667,[CH3:1][C@H:2]([Br:3])[N+:4](=[O:5])[O-:6].[H-:7],"[[2, 1, 0, 6]]",7.715126558132916
331,668,[CH3:1][C@H:2]([Br:3])[N+:4](=[O:5])[O-:6].[F-:7],"[[2, 1, 0, 6]]",10.578559359132663
332,669,[CH3:1][C@H:2]([Br:3])[N+:4](=[O:5])[O-:6].[Cl-:7],"[[2, 1, 0, 6]]",31.90962844977157
333,670,[CH3:1][CH2:2][C@H:3]([F:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",10.41917136242823
334,671,[CH3:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",6.9525706355298285
335,672,[CH3:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",11.732713806828777
336,673,[CH3:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",13.862886410678804
337,674,[CH3:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",30.738958567110164
338,675,[NH2:1][CH2:2][C@H:3]([F:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",12.438420569911626
339,676,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",10.784811065350365
340,677,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",18.236448332582487
341,678,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",37.137102089297
342,679,[NH2:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",12.21241276987634
343,680,[NH2:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",22.076104369685563
344,681,[NH2:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",31.79988837643014
345,682,[NH2:1][C@H:2]([C@H:3]([Br:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",4.74205189481381
346,683,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 2, 8]]",0.1976835987849499
349,686,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 2, 9]]",0.7738272883828952
350,687,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 4, 2, 9]]",7.918923894889247
351,688,[CH3:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",8.649924066827822
352,689,[CH3:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",13.969633494189608
353,690,[CH3:1][CH:2]([CH3:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",9.425987334884024
354,691,[CH3:1][CH:2]([CH3:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",9.530741323876422
355,692,[CH3:1][CH:2]([CH3:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",25.78755888654428
356,693,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",7.647444493665151
357,694,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",14.714811284552018
358,695,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",28.90339705566264
359,696,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",15.212886481141409
360,697,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",16.078662535062097
361,698,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",41.52148901750485
362,699,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",36.64138817591174
363,700,[NH2:1][CH2:2][C@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",12.4872177517664
