,reaction_id,smiles,reaction_core,activation_energy
780,1074,[CH3:1][C@H:2]([NH2:3])[C@@:4]([Cl:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 3, 1, 10]]",11.635093727789354
781,1075,[CH3:1][C@H:2]([NH2:3])[C@@:4]([Cl:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Br-:11],"[[4, 3, 1, 10]]",25.93138929830717
782,1076,[CH3:1][C@H:2]([NH2:3])[C@@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 3, 1, 10]]",8.225993928149924
783,1079,[N:1]#[C:2][C@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 4, 9]]",11.78163193475317
784,1082,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([Cl:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 3, 1, 10]]",5.179741869989546
785,1083,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([Cl:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[4, 3, 1, 10]]",27.796932836173788
786,1084,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 3, 1, 10]]",3.5929571861501017
787,1085,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 3, 1, 10]]",6.8281977789406705
788,1086,[N:1]#[C:2][C@:3]([Cl:4])([CH:5]([NH2:6])[NH2:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 4, 10]]",7.374187258539868
789,1087,[CH3:1][C:2]([Cl:3])([C:4]#[N:5])[C:6]#[N:7].[F-:8],"[[2, 1, 0, 7]]",1.120138306932153
790,1088,[CH3:1][C:2]([Cl:3])([C:4]#[N:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 0, 7]]",25.873511150863685
791,1089,[CH3:1][CH2:2][C:3]([F:4])([C:5]#[N:6])[C:7]#[N:8].[H-:9],"[[3, 2, 1, 8]]",3.4161504721999845
792,1092,[CH3:1][CH2:2][C:3]([Cl:4])([C:5]#[N:6])[C:7]#[N:8].[Cl-:9],"[[3, 2, 1, 8]]",25.084127117066068
793,1093,[CH3:1][CH2:2][C:3]([Br:4])([C:5]#[N:6])[C:7]#[N:8].[Cl-:9],"[[3, 2, 1, 8]]",19.3464968525223
794,1097,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([Br:7])([C:8]#[N:9])[C:10]#[N:11].[Cl-:12],"[[6, 5, 1, 11]]",13.916553590556052
795,1098,[N:1]#[C:2][CH2:3][C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 2, 9]]",18.636307432859336
796,1100,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([Cl:6])([C:7]#[N:8])[C:9]#[N:10].[Cl-:11],"[[5, 4, 1, 10]]",19.373358615577324
797,1101,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([Br:6])([C:7]#[N:8])[C:9]#[N:10].[Cl-:11],"[[5, 4, 1, 10]]",13.82333086578292
798,1102,[N:1]#[C:2][C@H:3]([NH2:4])[C:5]([F:6])([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[5, 4, 2, 10]]",0.5872919805905132
799,1103,[N:1]#[C:2][C@H:3]([NH2:4])[C:5]([Cl:6])([C:7]#[N:8])[C:9]#[N:10].[Cl-:11],"[[5, 4, 2, 10]]",25.189727306788143
800,1104,[N:1]#[C:2][C@H:3]([NH2:4])[C:5]([Br:6])([C:7]#[N:8])[C:9]#[N:10].[Cl-:11],"[[5, 4, 2, 10]]",17.644765339122156
801,1106,[CH3:1][CH:2]([CH3:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 1, 9]]",8.321703379808685
802,1107,[CH3:1][CH:2]([CH3:3])[C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 1, 9]]",6.392456623704662
803,1108,[CH3:1][CH:2]([CH3:3])[C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 1, 9]]",16.514457513914543
804,1109,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 1, 9]]",6.076418900839356
805,1110,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 1, 9]]",12.387630249016507
806,1112,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8]]",6.318159905153274
807,1115,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH2:7][NH2:8].[Br-:9],"[[3, 2, 6, 8]]",26.98410195125668
808,1116,[N:1]#[C:2][C:3]([F:4])([C:5]#[N:6])[C@H:7]([NH2:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[3, 2, 6, 11]]",4.570478998619545
809,1117,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[C@H:7]([NH2:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[3, 2, 6, 11]]",7.919335013640173
810,1118,[N:1]#[C:2][C@@H:3]([NH2:4])[C:5]([Cl:6])([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[5, 4, 2, 10]]",3.7986813581888894
811,1119,[N:1]#[C:2][C@@H:3]([NH2:4])[C:5]([Cl:6])([C:7]#[N:8])[C:9]#[N:10].[F-:11],"[[5, 4, 2, 10]]",4.976477801445392
812,1120,[N:1]#[C:2][C@@H:3]([NH2:4])[C:5]([Br:6])([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[5, 4, 2, 10]]",3.902981766928456
813,1121,[CH3:1][C@@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Br-:10],"[[4, 3, 1, 9]]",24.911205010720955
814,1122,[CH3:1][C@@H:2]([NH2:3])[C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 1, 9]]",9.281400598144195
815,1123,[CH3:1][C@@H:2]([NH2:3])[C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 1, 9]]",22.8118591220292
816,1124,[N:1]#[C:2][C:3]([F:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[H-:10],"[[3, 2, 6, 9]]",5.369885601530125
817,1125,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[H-:10],"[[3, 2, 6, 9]]",7.204448822220485
818,1126,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[F-:10],"[[3, 2, 6, 9]]",10.753135235724068
819,1127,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[Cl-:10],"[[3, 2, 6, 9]]",31.63602133399713
820,1128,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[Br-:10],"[[3, 2, 6, 9]]",22.55416996196295
821,1129,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[F-:10],"[[3, 2, 6, 9]]",7.964084405711754
822,1130,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[Cl-:10],"[[3, 2, 6, 9]]",24.17823204610374
823,1131,[CH3:1][C:2]([CH3:3])([F:4])[C:5]#[N:6].[H-:7],"[[3, 1, 0, 6]]",7.9832088630042115
824,1132,[CH3:1][C:2]([CH3:3])([F:4])[C:5]#[N:6].[F-:7],"[[3, 1, 0, 6]]",10.032627550661656
825,1133,[CH3:1][C:2]([CH3:3])([Cl:4])[C:5]#[N:6].[H-:7],"[[3, 1, 0, 6]]",8.013111059009226
826,1146,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[2, 1, 5, 10]]",0.8301238948438638
827,1147,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([Br:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 1, 9]]",22.291444588424763
828,1148,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[C@@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 5, 9]]",2.429267153807249
829,1153,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",7.302708285903907
830,1154,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",12.020758110516605
831,1155,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",32.19896668619801
832,1156,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",25.309473027368426
833,1157,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",12.998308836436124
834,1158,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",10.521351608950203
835,1159,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",14.187310059546338
836,1160,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",35.422131811398174
837,1161,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",28.202232147186745
838,1166,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7]]",30.0845994470653
839,1169,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[CH2:6][NH2:7].[Cl-:8],"[[2, 1, 5, 7]]",33.109458058405444
840,1170,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 5, 9]]",4.000541078496766
841,1171,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",10.589309714958167
842,1172,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",36.504377220571996
843,1173,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",29.150616900778108
844,1174,[CH3:1][C@@:2]([NH2:3])([F:4])[C:5]#[N:6].[H-:7],"[[3, 1, 0, 6]]",18.021889714936574
845,1175,[CH3:1][C@@:2]([NH2:3])([F:4])[C:5]#[N:6].[Cl-:7],"[[3, 1, 0, 6]]",40.51798055553622
846,1176,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C:5]#[N:6].[H-:7],"[[3, 1, 0, 6]]",9.804362912481164
847,1177,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C:5]#[N:6].[F-:7],"[[3, 1, 0, 6]]",14.234452885825887
848,1189,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][N+:7](=[O:8])[O-:9].[F-:10],"[[4, 2, 5, 9]]",1.3021080412079955
849,1191,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([NH2:7])([Cl:8])[C:9]#[N:10].[F-:11],"[[7, 5, 1, 10]]",0.6495932469747703
850,1194,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[Br-:9],"[[5, 3, 2, 8]]",24.404499629049138
851,1197,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@:6]([NH2:7])([Cl:8])[C:9]#[N:10].[H-:11],"[[7, 5, 2, 10]]",2.453598415446161
852,1198,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 1, 9]]",7.2019542989207865
853,1199,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 1, 9]]",25.050544036896344
854,1200,[N:1]#[C:2][C@H:3]([NH2:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",1.387045557445195
855,1201,[N:1]#[C:2][C@H:3]([NH2:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 2, 9]]",25.294286156220174
856,1202,[N:1]#[C:2][C@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",2.632232394419671
857,1207,[CH3:1][CH2:2][C@@:3]([NH2:4])([Br:5])[C:6]#[N:7].[F-:8],"[[4, 2, 1, 7]]",14.741907059699185
858,1208,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 1, 9]]",8.435870471376095
859,1209,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 1, 9]]",24.04103596998424
860,1210,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",7.935590703478793
861,1211,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",17.114115336348874
862,1212,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",16.60094417762714
863,1213,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",12.619243839402632
864,1214,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",18.098441153629444
865,1215,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",18.242214818761774
866,1219,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[C@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 2, 5, 10]]",0.9003601294913368
867,1220,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",6.294904393780332
868,1221,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",1.4729762672026414
869,1222,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",2.5273813786291406
870,1223,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 2, 9]]",24.594039888637266
871,1224,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",20.65838655736848
872,1225,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",10.65370638577836
873,1226,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",21.10439261838448
874,1227,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",10.690253693734107
875,1228,[N:1]#[C:2][C@:3]([NH2:4])([F:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[4, 2, 5, 8]]",15.776078202114705
876,1229,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[4, 2, 5, 8]]",9.548841685003266
877,1230,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 5, 8]]",16.014521154971117
878,1231,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 5, 8]]",17.648300167728827
879,1234,[CH3:1][CH:2]([CH3:3])[Br:4].[Cl-:5],"[[3, 1, 0, 4]]",35.230574765926534
880,1235,[CH3:1][C@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[H-:7],"[[2, 1, 3, 6]]",2.0092510259181684
881,1237,[CH3:1][CH2:2][C@H:3]([CH3:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",3.8845102200490467
882,1242,[CH3:1][CH2:2][C@H:3]([CH3:4])[Br:5].[Br-:6],"[[4, 2, 1, 5]]",26.74624599406514
883,1243,[CH3:1][C@H:2]([Cl:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",7.247357302589747
884,1249,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[Br-:6],"[[2, 1, 3, 5]]",22.8133357710532
885,1250,[CH3:1][C@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[F-:8],"[[2, 1, 3, 7]]",8.768788670386492
886,1252,[CH3:1][C@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 3, 6]]",1.8734480924053951
887,1253,[CH3:1][C@H:2]([Br:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 3, 6]]",1.3340638130673603
888,1255,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 3, 7]]",4.751986400736868
889,1258,[CH3:1][CH2:2][C@H:3]([CH3:4])[Cl:5].[Cl-:6],"[[4, 2, 1, 5]]",39.829669101143494
890,1259,[CH3:1][CH2:2][C@H:3]([CH3:4])[Cl:5].[Br-:6],"[[4, 2, 1, 5]]",35.739880539476
891,1263,[CH3:1][C@H:2]([F:3])[C@H:4]([CH3:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",0.5882508904181618
892,1264,[CH3:1][C@H:2]([Cl:3])[C@H:4]([CH3:5])[C:6]#[N:7].[F-:8],"[[2, 1, 3, 7]]",3.8249989441351513
893,1265,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",9.696372585919436
894,1266,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",13.874602083770476
895,1267,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[Cl-:7],"[[5, 3, 1, 6]]",36.84225682762114
896,1268,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",8.314049434896807
897,1269,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",11.516410603367165
898,1270,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Br:6].[Cl-:7],"[[5, 3, 1, 6]]",31.25526243317546
899,1274,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",5.7487612432796915
900,1277,[CH3:1][C@H:2]([Cl:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",2.453272478880796
901,1278,[CH3:1][C@H:2]([Br:3])[C@H:4]([NH2:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 3, 7]]",29.38099218936164
902,1279,[CH3:1][C@H:2]([F:3])[C@@H:4]([CH3:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",22.119340320114627
903,1280,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[H-:7],"[[2, 1, 3, 6]]",10.831699454897306
904,1281,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",15.18294668001178
905,1282,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",36.98766480944885
906,1283,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[NH2:6].[H-:7],"[[2, 1, 3, 6]]",8.30704423958163
907,1284,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",30.44987196670327
908,1285,[CH3:1][C@H:2]([F:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 3, 6]]",9.533772427404912
909,1286,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 3, 6]]",10.212021670022636
910,1287,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",14.469407229675296
911,1288,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",36.421992989221465
912,1289,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Br-:7],"[[2, 1, 3, 6]]",22.943626633194672
913,1290,[CH3:1][C@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 3, 6]]",5.732033109110246
914,1291,[CH3:1][C@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",13.555451280058987
915,1292,[CH3:1][C@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",30.76025659082265
916,1293,[CH3:1][C:2]([CH3:3])([F:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 1, 0, 7]]",1.2558767439922995
917,1296,[CH3:1][C:2]([CH3:3])([Cl:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 1, 0, 7]]",38.10885420846835
918,1297,[CH3:1][C:2]([CH3:3])([Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 1, 0, 7]]",34.128716700739304
919,1300,[CH3:1][CH2:2][C@:3]([CH3:4])([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 2, 1, 8]]",34.29112269935977
920,1301,[CH3:1][CH2:2][C@:3]([CH3:4])([Br:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",2.939563378487075
921,1303,[CH3:1][CH2:2][C@:3]([CH3:4])([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 2, 1, 8]]",27.032766171229447
922,1308,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",7.392506098532268
923,1309,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",4.689278686790253
924,1310,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",10.717056918208293
925,1311,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",4.985163000802839
926,1312,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",13.444362446010384
927,1313,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Br:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",4.664210586224755
928,1314,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Br:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",7.2047026733152535
929,1315,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",7.177458551360707
930,1316,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",9.987779510604364
931,1317,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",15.533773231604702
932,1318,[CH3:1][C@:2]([F:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[2, 1, 3, 9]]",8.284066186857164
933,1319,[CH3:1][C@:2]([Cl:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[2, 1, 3, 9]]",16.63909657589097
934,1320,[CH3:1][C@:2]([Cl:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[2, 1, 3, 9]]",36.78039318184869
935,1321,[CH3:1][C@:2]([Cl:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[2, 1, 3, 9]]",22.070649526829065
936,1322,[CH3:1][C@:2]([Br:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[2, 1, 3, 9]]",3.759909290595149
937,1325,[CH3:1][C:2]([CH3:3])([Cl:4])[C:5]#[N:6].[Br-:7],"[[3, 1, 0, 6]]",32.84982904481783
938,1330,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[H-:8],"[[2, 1, 5, 7]]",7.6280915899545025
939,1331,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[F-:8],"[[2, 1, 5, 7]]",9.974847266443279
940,1332,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Cl-:8],"[[2, 1, 5, 7]]",36.58512433642731
941,1334,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH2:6][NH2:7].[F-:8],"[[2, 1, 5, 7]]",5.6350552161174985
942,1336,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7]]",18.381472271703288
943,1337,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH2:6][C:7]#[N:8].[F-:9],"[[2, 1, 5, 8]]",3.018246896195925
