,,reaction_id,smiles,reaction_core,activation_energy
753,753,753,[CH3:1][CH:2]([CH3:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7]]",34.08082200115993
754,754,754,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7]]",35.95819935226997
755,755,755,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",10.746502572240946
756,756,756,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7]]",32.639170028057954
757,757,757,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7]]",26.073783039672776
758,758,758,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 4, 6]]",15.984410184576724
759,759,759,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 4, 6]]",12.188160011724872
760,760,760,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 4, 6]]",35.528066888399245
761,761,761,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 2, 4, 8]]",13.28600068377968
762,762,762,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",15.38534906804732
763,763,763,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7]]",16.30772458667476
764,764,764,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 4, 7]]",16.760150192541488
765,765,765,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[Br-:8],"[[3, 2, 4, 7]]",24.29082173447835
766,766,766,[CH3:1][CH:2]([CH3:3])[Cl:4].[H-:5],"[[3, 1, 0, 4]]",14.91377116012551
767,767,767,[CH3:1][CH:2]([CH3:3])[Cl:4].[Cl-:5],"[[3, 1, 0, 4]]",44.283328505694726
768,768,768,[CH3:1][CH:2]([CH3:3])[Br:4].[H-:5],"[[3, 1, 0, 4]]",12.779208895853618
769,769,769,[CH3:1][CH:2]([CH3:3])[Br:4].[F-:5],"[[3, 1, 0, 4]]",14.847906796008004
770,770,770,[CH3:1][C@@H:2]([F:3])[CH2:4][C:5]#[N:6].[H-:7],"[[2, 1, 3, 6]]",0.137236332208587
771,771,771,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[H-:7],"[[2, 1, 3, 6]]",4.102862222590362
772,772,772,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 3, 6]]",3.6076598194755536
773,773,773,[CH3:1][CH2:2][C@@H:3]([CH3:4])[F:5].[H-:6],"[[4, 2, 1, 5]]",15.66919633485993
774,774,774,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",14.29202343521252
775,775,775,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[F-:6],"[[4, 2, 1, 5]]",17.20545943810256
776,776,776,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[Cl-:6],"[[4, 2, 1, 5]]",42.01241444539239
777,777,777,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[H-:6],"[[4, 2, 1, 5]]",13.911480030869589
778,778,778,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",18.88957338976035
779,779,779,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[Cl-:6],"[[4, 2, 1, 5]]",37.476793711429686
780,780,780,[CH3:1][C@@H:2]([F:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",13.203013526601008
781,781,781,[CH3:1][C@@H:2]([Br:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",15.136770281999722
782,782,782,[CH3:1][C@@H:2]([Br:3])[CH2:4][NH2:5].[F-:6],"[[2, 1, 3, 5]]",22.15942430221508
783,783,783,[CH3:1][C@@H:2]([Br:3])[CH2:4][NH2:5].[Cl-:6],"[[2, 1, 3, 5]]",38.689025636564
784,784,784,[CH3:1][C@@H:2]([Br:3])[C@@H:4]([CH3:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[2, 1, 3, 8]]",21.2075016446528
785,785,785,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",11.769744489039006
786,786,786,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 3, 6]]",2.155037542711934
787,787,787,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@H:5]([CH3:6])[F:7].[H-:8],"[[6, 4, 1, 7]]",0.4427032029051587
788,788,788,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@H:5]([CH3:6])[Br:7].[F-:8],"[[6, 4, 1, 7]]",4.7718236832139125
789,789,789,[CH3:1][CH2:2][C@@H:3]([CH3:4])[F:5].[H-:6],"[[4, 2, 1, 5]]",15.021073867640414
790,790,790,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",13.533254135393396
791,791,791,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[H-:6],"[[4, 2, 1, 5]]",9.245395344572962
792,792,792,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",12.710172319905652
793,793,793,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[Cl-:6],"[[4, 2, 1, 5]]",34.95963123601604
794,794,794,[CH3:1][CH:2]([CH3:3])[C@@H:4]([CH3:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",13.606227044513007
795,795,795,[CH3:1][CH:2]([CH3:3])[C@@H:4]([CH3:5])[Br:6].[Cl-:7],"[[5, 3, 1, 6]]",32.28152644566502
796,796,796,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([CH3:5])[F:6].[H-:7],"[[5, 3, 1, 6]]",15.383338789978346
797,797,797,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([CH3:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",11.66458453342796
798,798,798,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([CH3:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",16.596525626644482
799,799,799,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([CH3:5])[Br:6].[Cl-:7],"[[5, 3, 1, 6]]",32.33490883954331
800,800,800,[CH3:1][C@@H:2]([F:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",16.7238750530952
801,801,801,[CH3:1][C@@H:2]([Cl:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 3, 5]]",17.35897745189365
802,802,802,[CH3:1][C@@H:2]([Cl:3])[CH2:4][NH2:5].[F-:6],"[[2, 1, 3, 5]]",16.943803679551394
803,803,803,[CH3:1][C@@H:2]([Cl:3])[CH2:4][NH2:5].[Cl-:6],"[[2, 1, 3, 5]]",44.96986106915746
804,804,804,[CH3:1][C@@H:2]([Cl:3])[CH2:4][NH2:5].[Br-:6],"[[2, 1, 3, 5]]",33.850625569442805
805,805,805,[CH3:1][C@@H:2]([Cl:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",37.984630478441225
806,806,806,[CH3:1][C@@H:2]([Br:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",36.61037685867646
807,807,807,[CH3:1][C@@H:2]([Br:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[2, 1, 3, 8]]",19.798680313975133
808,808,808,[CH3:1][C@@H:2]([F:3])[C@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",1.5879692724433545
809,809,809,[CH3:1][C@@H:2]([Cl:3])[C@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",5.934895807753137
810,810,810,[CH3:1][C@@H:2]([Cl:3])[C@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 3, 7]]",5.377177139033281
811,811,811,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([CH3:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",14.445229054716494
812,812,812,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([CH3:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",19.088417442771664
813,813,813,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([CH3:5])[Cl:6].[Cl-:7],"[[5, 3, 1, 6]]",40.992599216035046
814,814,814,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([CH3:5])[Cl:6].[Br-:7],"[[5, 3, 1, 6]]",30.82124351490059
815,815,815,[CH3:1][C@@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",18.50616891035809
816,816,816,[CH3:1][C@@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",39.89470083659749
817,817,817,[CH3:1][C@@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Br-:7],"[[2, 1, 3, 6]]",24.90994873269491
818,818,818,[CH3:1][C@@H:2]([NH2:3])[F:4].[H-:5],"[[3, 1, 0, 4]]",20.71978089805513
819,819,819,[CH3:1][C@@H:2]([NH2:3])[Cl:4].[H-:5],"[[3, 1, 0, 4]]",15.910106782314145
820,820,820,[CH3:1][C@@H:2]([NH2:3])[Cl:4].[F-:5],"[[3, 1, 0, 4]]",21.361930918275828
821,821,821,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 2, 6]]",8.150473964079236
822,822,822,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 2, 6]]",16.803490740922467
823,823,823,[CH3:1][CH2:2][C@@H:3]([NH2:4])[F:5].[H-:6],"[[4, 2, 1, 5]]",24.930458202154583
824,824,824,[CH3:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",16.846465519988243
825,825,825,[CH3:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[F-:6],"[[4, 2, 1, 5]]",26.11214462370544
826,826,826,[CH3:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",11.378954327377652
827,827,827,[NH2:1][CH2:2][C@@H:3]([NH2:4])[F:5].[H-:6],"[[4, 2, 1, 5]]",24.81516199197259
828,828,828,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",20.40539075149953
829,829,829,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[F-:6],"[[4, 2, 1, 5]]",31.43352009154665
830,830,830,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[H-:6],"[[4, 2, 1, 5]]",25.165550300565982
831,831,831,[NH2:1][C@@H:2]([Cl:3])[CH2:4][N+:5](=[O:6])[O-:7].[H-:8],"[[2, 1, 3, 7]]",2.4401567872694248
832,832,832,[CH3:1][C@H:2]([C@@H:3]([NH2:4])[Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",1.7056465826243512
833,833,833,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 2, 6]]",2.7192674570687485
834,834,834,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 2, 6]]",6.0392771463100265
835,835,835,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 2, 6]]",0.5647630644966021
836,836,836,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 2, 6]]",4.272089799783677
837,837,837,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 1, 7]]",2.881515410061805
838,838,838,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 1, 7]]",8.69083050679588
839,839,839,[N:1]#[C:2][C@H:3]([NH2:4])[C@@H:5]([NH2:6])[Cl:7].[F-:8],"[[6, 4, 2, 7]]",12.934144154818766
840,840,840,[CH3:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[H-:6],"[[4, 2, 1, 5]]",10.657875588793509
841,841,841,[CH3:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",19.38579389774773
842,842,842,[CH3:1][C@@H:2]([C@@H:3]([NH2:4])[F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",2.024399610968017
843,843,843,[CH3:1][C@@H:2]([C@@H:3]([NH2:4])[Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",10.878078238687458
844,844,844,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[F:7].[H-:8],"[[6, 4, 1, 7]]",6.070741723913335
845,845,845,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 1, 7]]",3.7625480493191503
846,846,846,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Cl:7].[F-:8],"[[6, 4, 1, 7]]",11.42488715869258
847,847,847,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 1, 7]]",5.433489112224609
848,848,848,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 1, 7]]",12.585035328817876
849,849,849,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 1, 6]]",22.26907572409252
850,850,850,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",12.037884565957247
851,851,851,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",22.56484952088169
852,852,852,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",12.504939534020494
853,853,853,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",21.674515506890483
854,854,854,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",17.625609177100912
855,855,855,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",30.70368262392896
856,856,856,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",18.016140279706445
857,857,857,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",31.120287580400515
858,858,858,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[H-:6],"[[4, 2, 1, 5]]",16.527878512244712
859,859,859,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Cl:5].[F-:6],"[[4, 2, 1, 5]]",21.901257082315933
860,860,860,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[H-:6],"[[4, 2, 1, 5]]",13.732667687078711
861,861,861,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",18.277615006234623
862,862,862,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 2, 7]]",4.107505559834143
863,863,863,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 2, 7]]",5.947889141851982
864,864,864,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 2, 7]]",13.154228663770995
865,865,865,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",16.985896845049698
866,866,866,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",24.88051432697436
867,867,867,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",7.75748212656462
868,868,868,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",18.87747888513244
869,869,869,[NH2:1][CH:2]([NH2:3])[C@@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 1, 6]]",28.12116065910884
870,870,870,[NH2:1][CH:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 1, 6]]",17.717793653286083
871,871,871,[NH2:1][CH:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 1, 6]]",32.065707801752964
872,872,872,[NH2:1][CH:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 1, 6]]",19.70402525322872
873,873,873,[NH2:1][CH:2]([NH2:3])[C@@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",31.92563629114409
874,874,874,[CH3:1][C@@H:2]([F:3])[N+:4](=[O:5])[O-:6].[H-:7],"[[2, 1, 0, 6]]",8.539304390442783
875,875,875,[CH3:1][C@@H:2]([F:3])[N+:4](=[O:5])[O-:6].[F-:7],"[[2, 1, 0, 6]]",5.477126121772647
876,876,876,[CH3:1][C@@H:2]([F:3])[N+:4](=[O:5])[O-:6].[Cl-:7],"[[2, 1, 0, 6]]",62.1833954165985
879,879,879,[CH3:1][C@@H:2]([Cl:3])[N+:4](=[O:5])[O-:6].[Br-:7],"[[2, 1, 0, 6]]",30.48782911867776
880,880,880,[O:1]=[N+:2]([O-:3])[CH2:4][C@@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 3, 9]]",0.8704635622772718
881,881,881,[N:1]#[C:2][CH2:3][C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 2, 8]]",1.30199642358002
882,882,882,[N:1]#[C:2][CH2:3][C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 2, 8]]",0.4355772141395291
883,883,883,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 2, 8]]",0.9216819595030854
884,884,884,[CH3:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",7.738426372987957
885,885,885,[CH3:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",9.636054912602525
886,886,886,[NH2:1][CH2:2][C@@H:3]([F:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",56.66904647547038
887,887,887,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",13.275232649633256
888,888,888,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",17.096890823478027
889,889,889,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",40.5877985147679
890,890,890,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",33.769692644819706
891,891,891,[NH2:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",16.0808097280918
892,892,892,[NH2:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",32.67230237220544
893,893,893,[NH2:1][C@H:2]([C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 1, 10]]",22.25926524946232
894,894,894,[N:1]#[C:2][C@H:3]([NH2:4])[C@@H:5]([Br:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 4, 2, 9]]",24.84252708389565
895,895,895,[CH3:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",8.231590922938178
896,896,896,[CH3:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",28.10021134999411
897,897,897,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 1, 9]]",0.7537732444414704
898,898,898,[CH3:1][CH:2]([CH3:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",9.272401096140092
899,899,899,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",5.457271611438474
900,900,900,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",10.224126581653785
901,901,901,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",26.4969042183698
902,902,902,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",10.741175416255905
903,903,903,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",17.185266140391285
904,904,904,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",27.857013358596763
905,905,905,[NH2:1][CH2:2][C@@H:3]([F:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",9.016276829134362
906,906,906,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",9.163448027725122
907,907,907,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",11.009460345624532
908,908,908,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",38.071077272354216
909,909,909,[NH2:1][CH2:2][C@@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[Br-:8],"[[3, 2, 1, 7]]",35.065498815448564
910,910,910,[NH2:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 2, 1, 7]]",7.123913828984194
911,911,911,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 2, 9]]",0.7878726430450853
912,912,912,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",11.736898595877824
913,913,913,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",9.152648850937828
914,914,914,[NH2:1][CH:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",5.859432835740991
915,915,915,[NH2:1][CH:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",35.402653863577534
916,916,916,[NH2:1][CH:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 1, 8]]",27.34235358638637
918,918,918,[NH2:1][CH2:2][C:3]([F:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",8.393486921553176
919,919,919,[NH2:1][CH2:2][C:3]([Br:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",6.288263464618279
920,920,920,[NH2:1][CH2:2][C:3]([Br:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 1, 10]]",11.731360939693907
921,921,921,[CH3:1][C@H:2]([NH2:3])[C:4]([Br:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[F-:12],"[[4, 3, 1, 11]]",9.866273953741125
922,922,922,[CH3:1][C@@H:2]([NH2:3])[C:4]([F:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[4, 3, 1, 11]]",4.473724286447569
923,923,923,[CH3:1][C@@H:2]([NH2:3])[C:4]([Cl:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[4, 3, 1, 11]]",2.7975779257858
924,924,924,[CH3:1][C@@H:2]([NH2:3])[C:4]([Br:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[4, 3, 1, 11]]",1.358042238316263
925,925,925,[CH3:1][C@@H:2]([NH2:3])[C:4]([Br:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[F-:12],"[[4, 3, 1, 11]]",5.6429939957073065
926,926,926,[CH3:1][C@:2]([F:3])([C:4]#[N:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 0, 8]]",3.3431652160164207
927,927,927,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 0, 8]]",2.4871762413066243
928,928,928,[CH3:1][CH2:2][C@:3]([Cl:4])([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 1, 9]]",6.986300773424972
929,929,929,[CH3:1][CH2:2][C@:3]([Cl:4])([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 1, 9]]",28.902402822669373
930,930,930,[CH3:1][CH2:2][C@:3]([Br:4])([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 1, 9]]",9.09087117439766
931,931,931,[N:1]#[C:2][C@@:3]([F:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",4.739072084171978
